rvtr,title,artist,artists,albums,release_year,chart_rows,representative_week,duplicate_identity_count,status,priority,issues
"RVTR911691","She'S A Lady","tom jones","","","","14","1971-02-06","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR911735","Whose Heart Are You Breaking Tonight","connie francis","","","","7","1965-01-23","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR911760","Lemon Pepper Freestyle","drake","","","","5","2021-03-20","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR911780","Smokin' In The Boy'S Room","brownsville station","","","","19","1973-10-27","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR911785","You Need To Calm Down","taylor swift","","","","21","2019-06-29","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR911799","Free","Rumi, JINU, EJAE & Andrew Choi","","","","1","2025-11-22","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR911853","Back And Forth","lil baby","","","","1","2022-10-29","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR911876","Save Your Kisses For Me","bobby vinton","","","","3","1976-05-29","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR911920","Three","future","","","","1","2017-11-11","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR911996","Heartlight","neil diamond","","","","19","1982-09-11","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR912036","No If'S No And'S","lloyd price and his orchestra","","","","7","1960-04-23","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR912063","Down Bad","taylor swift","","","","12","2024-05-04","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR912098","Up And Down","The Mccoys","","","","6","1966-02-12","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR912142","Sacrifices","big sean","","","","1","2017-02-25","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR912202","Judy","frankie vaughan","","","","1","1958-08-04","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR912243","I Wish That We Were Married","ronnie and the hi-lites","","","","12","1962-03-31","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR912245","Deep In The Heart Of Harlem","clyde mcphatter","","","","5","1964-01-04","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR912288","Remember The Rain","bob lind","","","","5","1966-04-23","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR912329","Drummin' Up A Storm","sandy nelson","","","","8","1962-04-28","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR912396","Call Me Everyday","chris brown","","","","1","2022-07-09","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR912414","Young And In Love","chris crosby","","","","7","1964-02-15","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR912451","A Girl'S Work Is Never Done","The Chordettes","","","","3","1959-08-15","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR912476","Oo Wee Baby I Love You","fred hughes","","","","10","1965-05-29","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR912478","Lipstick Traces On A Cigarette","The O'jays","","","","7","1965-05-08","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR912493","Handlebars","jennie","","","","1","2025-03-22","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR912653","Private Number","The Jets","","","","11","1986-08-09","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR912655","Got It Right","rod wave","","","","1","2022-12-03","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR912662","Miss You","jaye p. morgan","","","","5","1959-02-14","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR912996","We Pray","coldplay","","","","1","2024-10-19","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR913197","Footprints","t.o.k","","","","6","2005-09-10","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR913209","Live It Up Part 1","The Isley Brothers","","","","16","1974-07-27","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR913259","Not For Long","b.o.b","","","","9","2015-01-24","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR913300","If I Didn'T Have You","thompson square","","","","20","2012-11-17","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR913369","A Little Bit Of Soap","The Exciters","","","","6","1966-01-29","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR913401","Solitaire","peter mcian","","","","7","1980-04-05","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR913445","That Stranger Used To Be My Girl","trade martin","","","","8","1962-10-20","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR913453","Lace It","juice wrld, eminem","","","","4","2023-12-30","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR913556","Silly Boy She Doesn'T Love You","The Lettermen","","","","4","1962-08-18","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR913595","I'Ll Come Running","livingston taylor","","","","4","1979-03-31","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR913624","Ready Willing And Able","The American Breed","","","","3","1968-05-25","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR913670","Yo No Se","pajama party","","","","10","1989-05-20","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR913915","Do You Remember","chance the rapper","","","","1","2019-08-10","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR914016","I Got The Hook Up","master p","","","","20","1998-04-11","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR914073","Teardrops On Your Letter","hank ballard and the midnighters","","","","3","1959-03-07","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR914132","False God","taylor swift","","","","1","2019-09-07","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR914210","Route 66","The Manhattan Transfer","","","","5","1982-05-29","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR914211","Worried Mind","ray anthony","","","","8","1962-06-30","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR914289","Peter Gunn","duane eddy his twangy guitar and the rebels","","","","9","1960-10-08","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR914497","Break Up","del shannon","","","","3","1965-05-22","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR914506","Don'T Matter To Me","drake","","","","5","2018-07-14","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR914543","We Were Us","keith urban and miranda lambert","","","","20","2013-09-28","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR914674","What'S Happened To Blue Eyes You Ain'T Never Been Loved Like I'M Gonna Lov","jessi colter","","","","5","1975-10-11","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR914697","The Fox","ylvis","","","","18","2013-09-21","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR914750","Back To The Moon","gunna","","","","2","2023-07-01","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR914805","Ceremony","stray kids","","","","1","2025-09-06","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR914811","Growin' Up","dan hill","","","","6","1976-01-24","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR914850","When","kalin twins","","","","9","1958-08-04","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR915007","Coco","o.t. genasis","","","","20","2014-12-06","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR915009","What Them Girls Like","ludacris co-starring chris brown","","","","14","2008-09-13","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR915121","Texas","blake shelton","","","","9","2025-03-22","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR915158","I Still Haven'T Found What I'M Looking For","david cook","","","","2","2008-06-07","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR915167","Gravy For My Mashed Potatoes","dee dee sharp","","","","10","1962-06-16","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR915352","I Can'T Help It If I'M Still In Love With You","b.j. thomas","","","","1","1967-05-13","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR915353","She Ain'T Pretty","The Northern Pikes","","","","5","1992-01-04","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR915442","Never Left","lil tecca","","","","2","2021-05-22","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR915490","Driftin' Blues","bobby bland","","","","3","1968-03-09","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR915511","Gabriela","katseye","","","","21","2025-07-05","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR915575","I Get Lifted","george mccrae","","","","9","1975-01-25","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR915646","Boom I Got Your Boyfriend","mc luscious","","","","20","1992-02-08","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR915692","Climb Ev'Ry Mountain","tony bennett","","","","5","1959-12-19","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR915730","Workout Stevie Workout","little stevie wonder","","","","6","1963-10-05","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR915732","No No No","destiny's child","","","","35","1997-11-29","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR915808","Groovy Tonight","bobby rydell","","","","2","1960-12-03","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR915811","If I Could See The Light","The 8th Day","","","","4","1972-01-08","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR915880","Jealous Heart","tab hunter","","","","10","1958-10-20","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR915896","Rise","katy perry","","","","9","2016-08-06","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR915973","I Wanna Know If It'S Good To You","funkadelic","","","","4","1970-08-22","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR916072","I Only Want To Be With You","bay city rollers","","","","16","1976-09-04","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR916074","Child Of Our Times","barry mcguire","","","","4","1965-11-06","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR916079","I'M Not A Fool Anymore","t.k. hulin","","","","2","1963-08-17","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR916137","G'D Up","snoop dogg presents tha eastsidaz","","","","14","2000-01-08","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR916143","7Am On Bridle Path","drake","","","","3","2021-09-18","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR916319","If I Never Knew Your Name","vic dana","","","","12","1970-01-10","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR916400","Zoom","lil uzi vert","","","","1","2023-07-15","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR916480","Labios Mordidos","kali uchis","","","","1","2023-12-09","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR916708","I'Ve Been Lonely For So Long","frederick knight","","","","14","1972-04-22","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR916779","Spinning Wheel Pt 1","james brown","","","","2","1971-03-06","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR916804","I Love How You Love Me","The Paris Sisters","","","","15","1961-09-02","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR916899","Barcelona","ed sheeran","","","","1","2017-03-25","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR916900","I Know Love","tate mcrae","","","","2","2025-03-08","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR916946","Charms","bobby vee","","","","10","1963-03-30","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR916947","Naggin","ying yang twins","","","","10","2003-09-27","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR917113","Questions And Answers","The In Crowd","","","","2","1966-12-10","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR917153","Home","glee cast","","","","1","2010-05-15","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR917364","Miami","morgan wallen","","","","10","2025-05-31","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR917408","X","lil uzi vert","","","","2","2017-09-16","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR917442","High Road","zach bryan","","","","5","2024-11-23","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR917463","You'Re The Only Woman You I","ambrosia","","","","18","1980-07-12","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR917481","Rap Saved Me","21 savage, offset","","","","3","2017-11-18","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR917490","Young Lovers","paul and paula","","","","10","1963-03-16","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR917606","Damn Strait","scotty mccreery","","","","20","2022-04-16","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR917621","Robbed You","Summer Walker & Mariah the Scientist","","","","1","2025-11-29","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR917631","Across The River","bruce hornsby","","","","16","1990-06-23","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR917651","I Go Crazy","paul davis","","","","40","1977-08-27","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR917704","Too Drunk","buckcherry","","","","1","2008-11-22","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR917731","White Sand","migos","","","","1","2018-02-10","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR917741","Take Me Home For Christmas","dan + shay","","","","4","2020-12-19","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR917791","That'S The Way Love Is","bobby bland","","","","10","1963-01-19","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR917867","I'Ll Play The Fool","dr. buzzard's original savannah band","","","","3","1976-09-25","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR917894","The Dance","lauren duski","","","","1","2017-06-10","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR918063","He'S A Rebel","The Crystals","","","","18","1962-09-08","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR918111","Life Is Good","future","","","","38","2020-01-25","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR918157","Diamonds Dancing","drake","","","","8","2015-10-10","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR918249","Girlstown","super cat","","","","1","1995-10-07","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR918255","Superman It'S Not Easy","five for fighting","","","","35","2001-09-01","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR918273","Flashes","tiggi clay","","","","3","1984-02-25","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR918349","I'M Gonna Make You Mine","lou christie","","","","12","1969-08-23","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR918387","If You Asked Me To From Licence To Kill","patti labelle","","","","5","1989-10-07","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR918529","No More","metro boomin","","","","1","2018-11-17","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR918580","Midnight Rocks","al stewart","","","","13","1980-08-30","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR918683","Crown","kendrick lamar","","","","1","2022-05-28","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR918784","I Go To Pieces","cotton, lloyd","","","","5","1975-09-27","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR918833","The Greatest","sia","","","","23","2016-09-24","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR918983","Whoomp There It Went","tag team, mickey, minnie, and goofy","","","","1","1995-01-14","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR919022","Dawn Fm","The Weeknd","","","","1","2022-01-22","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR919079","Bring It Up","james brown and the famous flames","","","","8","1967-01-07","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR919103","Dear Abby","The Hearts","","","","3","1963-10-19","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR919104","Fair Game","crosby, stills","","","","9","1977-10-01","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR919150","Ok Not To Be Ok","marshmello","","","","6","2020-09-26","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR919160","Innocent Taylor'S Version","taylor swift","","","","1","2023-07-22","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR919291","A Dose Of Rock 'N' Roll","ringo starr","","","","9","1976-10-02","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR919310","The Christmas Song","lauren daigle","","","","2","2018-12-29","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR919371","Rosalie","sam neely","","","","8","1973-01-27","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR919500","Two Places At The Same Time","ray parker jr","","","","14","1980-04-19","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR919547","Truly Truly True","brenda lee","","","","6","1965-04-03","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR919566","Glimpse Of Us","joji","","","","20","2022-06-25","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR919585","Work B Ch","britney spears","","","","13","2013-10-05","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR919681","Body","loud luxury","","","","8","2019-01-12","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR919754","Past Life","trevor daniel x selena gomez","","","","5","2020-07-11","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR919788","Don'T Stop","jeffrey osborne","","","","15","1984-10-13","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR919898","Starving","hailee steinfeld","","","","29","2016-08-20","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR919905","F Kin Problems","A$ap Rocky","","","","27","2012-11-17","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR919916","Good Morning","chamillionaire","","","","3","2009-10-31","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR920045","Here We Go","c+c music factory/f. williams","","","","20","1991-03-02","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR920077","If This Isn'T Love","jennifer hudson","","","","13","2009-03-14","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR920089","Hold On To The Night","hotel","","","","4","1979-09-22","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR920093","I Do The Shimmy Shimmy","bobby freeman","","","","13","1960-08-13","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR920118","Roxanne","arizona zervas","","","","26","2019-11-16","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR920227","Our Everlasting Love","ruby and the romantics","","","","6","1964-03-21","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR920455","Just A Little","brenda lee","","","","5","1960-10-01","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR920462","Secret Love","billy stewart","","","","8","1966-10-15","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR920466","Lay It All On Me","rudimental","","","","16","2015-10-17","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR920494","Baby Pluto","lil uzi vert","","","","4","2020-03-21","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR920560","Moved To Miami","roddy ricch","","","","1","2022-01-01","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR920589","Too Tight","confunkshun","","","","10","1981-01-24","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR920615","Undertow","timbaland","","","","1","2009-11-28","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR920617","Something'S Wrong With Me","austin roberts","","","","15","1972-10-14","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR920659","Let The Heartaches Begin","long john baldry","","","","2","1968-01-13","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR920675","Crazy World","big trouble","","","","7","1987-10-17","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR920790","Jigga What","jay-z","","","","3","1999-05-08","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR920848","Ii Most Wanted","beyonce","","","","6","2024-04-13","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR920858","Never Grow Up Taylor'S Version","taylor swift","","","","1","2023-07-22","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR920865","Don'T Throw Away All Those Teardrops","frankie avalon","","","","10","1960-03-12","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR920867","Is It Me","barbara mason","","","","2","1966-01-29","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR920948","True Love Never Runs Smooth","gene pitney","","","","11","1963-07-06","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR921049","Freak The Freak Out","victorious cast","","","","6","2010-12-18","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR921086","You Wear It Well","el debarge","","","","10","1985-08-31","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR921094","Defying Gravity","cynthia erivo","","","","10","2024-12-07","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR921234","Good Don'T Die","¥$: Ye","","","","1","2024-02-24","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR921258","Haunted","kane brown","","","","8","2025-02-08","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR921294","Millidelphia","meek mill","","","","1","2018-07-21","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR921343","Licking Stick Licking Stick Part 1","james brown and the famous flames","","","","8","1968-05-25","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR921356","Revival","johnny and the hurricanes","","","","1","1960-08-27","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR921412","Fire Of Love","jody reynolds","","","","5","1958-08-18","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR921475","World Of Fantasy","The Five Stairsteps","","","","8","1966-08-06","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR921706","American Boy","studio all-stars","","","","3","2008-09-06","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR921769","Power To The People","john lennon/plastic ono band yoko ono/plastic ono band","","","","9","1971-04-03","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR921811","Kissin' And Twistin'","fabian","","","","2","1960-10-29","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR921854","Graduation Friends Forever","vitamin c","","","","12","2000-04-15","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR921870","I'Ll Be There For You This House Is Not A Home","The Rembrandts","","","","20","1995-09-30","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR921915","I'Ve Had The Time Of My Life","glee cast","","","","1","2010-12-18","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR921957","Livin' For The Weekend","The O'jays","","","","12","1976-03-06","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR922079","Far Far Away","don gibson","","","","5","1960-07-30","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR922094","Evergreen","richy mitch and the coal miners","","","","2","2024-08-24","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR922238","Kansas City","rocky olson","","","","4","1959-05-02","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR922289","The Breaks Part 1","kurtis blow","","","","6","1980-09-06","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR922303","Roller Coaster","justin bieber","","","","1","2013-12-14","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR922326","Rock Steady","bonnie raitt","","","","4","1995-11-25","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
