rvtr,title,artist,artists,albums,release_year,chart_rows,representative_week,duplicate_identity_count,status,priority,issues
"RVTR968682","Nobody Knows You When You'Re Down And Out","nina simone","","","","2","1960-09-03","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR968710","With You","drake","drake","Views","2016","7","2016-05-21","1","VALID","0",""
"RVTR968715","Dame Tu Cosita","pitbull x el chombo x karol g","","","","9","2018-05-05","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR968768","Please Don'T Go","boyz ii men","boyz ii men","Cooleyhighharmony (International Edition)","1994","20","1992-04-04","1","VALID","0",""
"RVTR968804","You Won'T See Me Cry","wilson phillips","","","","16","1992-05-09","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR968903","When I Dream Of You","tommy page","tommy page","Paintings In My Mind","1990","10","1990-05-12","1","VALID","0",""
"RVTR968992","Back On My Bs","bigxthaplug","","","","1","2024-11-02","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR969043","Only The Lonely Have A Reason To Be Sad","la flavour","","","","2","1980-06-14","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR969075","Misery","The Dynamics","","","","10","1963-11-02","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR969076","Ain'T It The Truth","mary wells","","","","8","1964-10-31","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR969083","Come Tomorrow","manfred mann","manfred mann","The Five Faces Of Manfred Mann","1965","6","1965-02-20","1","VALID","0",""
"RVTR969111","Sunflower Spider Man Into The Spider Verse","post malone","","","","53","2018-11-03","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR969121","Now Run And Tell That","denise lasalle","denise lasalle","Trapped By A Thing Called Love","1972","11","1972-02-05","1","VALID","0",""
"RVTR969135","Somebody Send My Baby Home","lenny leblanc","","","","7","1981-03-28","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR969140","Dancin' On A Saturday Night","flash cadillac and the continental kids","","","","3","1974-05-25","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR969175","The Puppet Song Whiskey On A Sunday","The Irish Rovers","The Irish Rovers","All Hung Up","1968","7","1968-06-22","1","VALID","0",""
"RVTR969203","He'Ll Have To Go","solomon burke","","","","8","1964-02-08","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR969300","M A A D City","kendrick lamar","kendrick lamar","good kid, m.A.A.d city","2012","3","2012-11-10","1","VALID","0",""
"RVTR969352","Wired For Sound","cliff richard","cliff richard","Wired For Sound","1981","4","1981-10-10","1","VALID","0",""
"RVTR969468","Flyin'","prism","prism","See Forever Eyes","1978","8","1978-07-22","1","VALID","0",""
"RVTR969571","Pretty Ballerina","The Left Banke","","","","10","1967-01-07","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR969605","Carrie","cliff richard","cliff richard","We Don't Talk Anymore","1979","11","1980-02-23","1","VALID","0",""
"RVTR969623","All You'Ve Got","rtz","rtz","Return To Zero","1992","8","1992-06-06","1","VALID","0",""
"RVTR969678","Push The Feeling On","nightcrawlers","","","","15","1993-10-02","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR969684","Let It Rock","chuck berry","chuck berry","Chuck Berry's Golden Decade, Vol. 2","1973","8","1960-01-30","1","VALID","0",""
"RVTR969688","Tell Him","The Exciters","","","","13","1962-12-01","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR969704","The Rain","oran 'juice' jones","oran 'juice' jones","Juice","1986","19","1986-09-13","1","VALID","0",""
"RVTR969712","Wholesale Love","buddy miles","buddy miles","A Message To The People","1971","6","1971-05-15","1","VALID","0",""
"RVTR969715","In Color","jamey johnson","jamey johnson","That Lonesome Song","2008","18","2008-10-18","1","VALID","0",""
"RVTR969723","Silence","marshmello","","","","22","2017-09-02","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR969750","Burn It Down","linkin park","linkin park","Living Things | One More Light: Live","2012","23","2012-05-05","1","AMBIGUOUS","70","multiple_albums"
"RVTR969780","Nothing In The World","nat king cole","","","","1","1958-08-11","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR969851","Blue Shadows","b.b. king","b.b. king","B.B. King In London","1971","1","1965-07-03","1","VALID","0",""
"RVTR969861","I Cry","ja rule","ja rule","Exodus","2005","14","2001-05-05","1","VALID","0",""
"RVTR969946","Ain'T No Love","future","","","","1","2024-04-06","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR969975","Under Pressure","The Used And My Chemical Romance","","","","3","2005-04-30","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR970016","Nobody Wants You When You'Re Down And Out","bobby womack","","","","15","1973-06-16","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR970017","Rose Of Cimarron","poco","poco","Rose Of Cimarron","1976","1","1976-08-14","1","VALID","0",""
"RVTR970027","Pouring Water On A Drowning Man","james carr","","","","4","1966-10-22","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR970058","Every Beat Of My Heart","rod stewart","rod stewart","Rod Stewart Greatest Hits","1979","6","1986-11-29","1","VALID","0",""
"RVTR970074","Miracle","whitney houston","whitney houston","I'm Your Baby Tonight","1990","14","1991-04-13","1","VALID","0",""
"RVTR970096","Keep On Running","The Spencer Davis Group","The Spencer Davis Group","Gimme Some Lovin'","1967","4","1966-03-05","1","VALID","0",""
"RVTR970098","The Boy Is Mine","glee cast","","","","1","2010-05-29","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR970132","One Love In My Lifetime","diana ross","diana ross","Diana Ross Anthology | Diana Ross' Greatest Hits","1976","12","1976-08-07","1","AMBIGUOUS","70","multiple_albums"
"RVTR970170","Girlfriend","b2k","b2k","Pandemonium! | The Remixes Vol. 2 (EP)","2002","13","2003-03-08","1","AMBIGUOUS","70","multiple_albums"
"RVTR970202","Dancin' Holiday","The Olympics","","","","6","1963-07-06","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR970249","Headlights","eminem","","","","8","2014-03-29","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR970270","Lush Life","zara larsson","zara larsson","So Good","2017","3","2016-07-30","1","VALID","0",""
"RVTR970331","All The Things Your Man Won'T Do From Don'T Be A Menace","joe","","","","20","1996-02-10","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR970344","Punks Jump Up To Get Beat Down","brand nubian","brand nubian","In God We Trust","1993","10","1993-01-02","1","VALID","0",""
"RVTR970383","Something You Got","alvin robinson","","","","8","1964-06-06","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR970414","Rock Creek Park","The Blackbyrds","The Blackbyrds","City Life | Night Grooves | Unfinished Business","1975","3","1976-07-17","1","AMBIGUOUS","70","multiple_albums"
"RVTR970435","Born Free","roger williams","roger williams","Born Free","1966","21","1966-08-27","1","VALID","0",""
"RVTR970463","It'S Goin' Down","descendants 2 cast","","","","4","2017-08-12","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR970466","Ariel","dean friedman","dean friedman","Dean Friedman","1977","22","1977-04-16","1","VALID","0",""
"RVTR970467","Don'T Wake Me Up","chris brown","","","","28","2012-06-09","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR970511","We Got A Thing That'S In The Groove","The Capitols","","","","6","1966-11-12","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR970529","We Don'T Talk Anymore","charlie puth","charlie puth","Nine Track Mind","2016","24","2016-02-20","1","VALID","0",""
"RVTR970531","Kiss","The Art Of Noise","","","","11","1988-12-03","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR970552","Rock The Boat","aaliyah","aaliyah","Aaliyah","2001","25","2001-09-08","1","VALID","0",""
"RVTR970568","Honey Chile","martha reeves","","","","12","1967-11-18","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR970593","Feel The Beat Everybody Disco","ohio players","ohio players","Ohio Players Gold","1976","5","1977-01-29","1","VALID","0",""
"RVTR970681","Boombastic In The Summertime","shaggy","","","","29","1995-05-20","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR970692","Cat'S In The Cradle","ugly kid joe","","","","20","1993-02-13","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR970702","I Won'T Back Down","blake shelton","","","","1","2011-07-16","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR970715","Radio Ga Ga","queen","queen","Bohemian Rhapsody (Soundtrack) | Live At Wembley | Stone Cold Classics | The Works","1984","13","1984-02-18","1","AMBIGUOUS","70","multiple_albums"
"RVTR970765","Can'T Truss It","public enemy","public enemy","Apocalypse 91. . .Enemy Strikes Black","1991","15","1991-10-19","1","VALID","0",""
"RVTR970797","Blue Jeans","yasmeen","","","","4","2002-08-17","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR970925","Starlight Starbright","linda scott","","","","7","1961-07-15","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR970969","In Time","steve lawrence","","","","1","1961-08-12","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR971040","Apache '65","The Arrows","","","","7","1965-02-13","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR971060","I Saw You Dancing","yaki-da","","","","11","1995-06-03","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR971062","International Harvester","craig morgan","craig morgan","Greatest Hits | Little Bit Of Life | The Journey (Livin Hits)","2006","18","2007-12-15","1","AMBIGUOUS","70","multiple_albums"
"RVTR971070","Anyone","justin bieber","","","","17","2021-01-16","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR971119","Slow Dance Hey Mr Dj","r. kelly","","","","19","1992-08-22","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR971123","You'Re Nobody 'Til Somebody Loves You","dinah washington","","","","1","1962-05-12","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR971132","My Tears Ricochet","taylor swift","","","","2","2020-08-08","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR971155","I'M Throwed","paul wall","paul wall","Get Money Stay True","2007","4","2007-04-28","1","VALID","0",""
"RVTR971161","What Is Life","george harrison","george harrison","All Things Must Pass | George Harrison","1970","9","1971-02-27","1","AMBIGUOUS","70","multiple_albums"
"RVTR971167","He'S Mine","mokenstef","mokenstef","Azz Izz","1995","23","1995-06-17","1","VALID","0",""
"RVTR971173","Misty","johnny mathis","johnny mathis","Heavenly | Johnny Mathis Gold: A 50th Anniversary Celebration | The First 25 Years-the Silver Anniversary Album | The Great Years","1963","17","1959-10-03","1","AMBIGUOUS","70","multiple_albums"
"RVTR971174","Girlfriend","pebbles","pebbles","Pebbles","1988","20","1988-01-30","1","VALID","0",""
"RVTR971192","Heart Attack","demi lovato","demi lovato","Demi","2013","20","2013-03-16","1","VALID","0",""
"RVTR971207","Caroline","amine","amine","Good For You","2017","28","2016-09-24","1","VALID","0",""
"RVTR971208","Superthug What What","noreaga","","","","13","1998-09-12","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR971236","Jesus Lord","kanye west","","","","2","2021-09-11","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR971248","Mama Weer All Crazee Now","quiet riot","quiet riot","Condition Critical","1984","12","1984-07-07","1","VALID","0",""
"RVTR971263","Freaks","play-n-skillz","","","","10","2004-07-10","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR971322","Be Alright","ariana grande","ariana grande","Dangerous Woman","2016","1","2016-04-09","1","VALID","0",""
"RVTR971334","Whistle","flo rida","flo rida","Wild Ones","2012","29","2012-05-12","1","VALID","0",""
"RVTR971340","New Age Girl From Dumb And Dumber","deadeye dick","","","","27","1994-08-27","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR971396","Still Taking Chances","michael murphey","","","","7","1983-01-08","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR971433","Sendin' All My Love","The Jets","The Jets","Magic","1987","4","1988-08-13","1","VALID","0",""
"RVTR971462","Homburg","procol harum","procol harum","The Best Of Procol Harum","1973","5","1967-10-28","1","VALID","0",""
"RVTR971495","All I Need","jack wagner","jack wagner","All I Need","1984","22","1984-10-20","1","VALID","0",""
"RVTR971509","You Make Me Sick","p!nk","p!nk","Can't Take Me Home","2000","19","2001-01-06","1","VALID","0",""
"RVTR971521","The Gap","thompson twins","thompson twins","Into The Gap | Thompson Twins Greatest Mixes","1984","6","1984-11-10","1","AMBIGUOUS","70","multiple_albums"
"RVTR971604","Everything A Man Could Ever Need","glen campbell","glen campbell","Glen Campbell's Greatest Hits | Norwood","1970","8","1970-07-04","1","AMBIGUOUS","70","multiple_albums"
"RVTR971639","Hello Mudduh Hello Fadduh A Letter From Camp New 1964 Version","allan sherman","","","","6","1964-07-25","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR971648","Connection","elastica","elastica","Elastica","1995","20","1995-03-25","1","VALID","0",""
"RVTR971752","Everybody","nicki minaj","","","","20","2023-12-23","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR971753","White On White","danny williams","","","","14","1964-03-07","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR971812","All Lips N' Hips","electric boys","electric boys","Funk-O-Metal Carpet Ride","1990","6","1990-07-14","1","VALID","0",""
"RVTR971836","Sad Girl","The Intruders","The Intruders","Cowboys To Girls","1968","9","1969-08-30","1","VALID","0",""
"RVTR971855","If It'S Alright With You","rose colored glass","","","","4","1971-10-23","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR971988","Savior Interlude","kendrick lamar","","","","1","2022-05-28","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR972010","Not Gon' Cry From Waiting To Exhale","mary j. blige","","","","20","1996-01-27","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR972076","Sangria","blake shelton","blake shelton","BRINGING BACK THE SUNSHINE | Reloaded: 20 #1 Hits","2014","20","2015-05-02","1","AMBIGUOUS","70","multiple_albums"
"RVTR972104","Birmingham","amanda marshall","amanda marshall","Amanda Marshall","1996","20","1996-09-28","1","VALID","0",""
"RVTR972141","Your Old Stand By","mary wells","","","","8","1963-05-25","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR972153","Blue Christmas","elvis presley","elvis presley","Christmas Duets | Elvis Christmas | If Every Day Was Like Christmas | It's Christmas Time | Merry Christmas... Love, Elvis | The Christmas Album | The Classic Christmas Album","1985","19","2019-01-05","1","AMBIGUOUS","70","multiple_albums"
"RVTR972154","Baby","fabolous","","","","9","2005-01-22","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR972161","Help Yourself","The Undisputed Truth","The Undisputed Truth","Higher Than High","1975","7","1974-04-27","1","VALID","0",""
"RVTR972254","After Midnight","eric clapton","eric clapton","Complete Clapton | Eric Clapton At His Best | Eric Clapton's Rainbow Concert | Just One Night | The Cream Of Eric Clapton | Time Pieces -- The Best Of Eric Clapton","1972","12","1970-10-17","1","AMBIGUOUS","70","multiple_albums"
"RVTR972260","Everything I Shouldn'T Be Thinking About","thompson square","","","","12","2014-02-01","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR972323","The Story Of Us","taylor swift","taylor swift","Speak Now","2010","12","2010-11-13","1","VALID","0",""
"RVTR972354","Fortuneteller","bobby curtola","","","","14","1962-05-05","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR972366","Babel","mumford","","","","5","2012-10-13","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR972379","Your Ma Said You Cried In Your Sleep Last Night","kenny dino","","","","12","1961-11-04","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR972430","Gone Gone Gone","The Everly Brothers","","","","10","1964-10-17","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR972457","The Part Of Me That Needs You Most","jay black","","","","4","1980-09-20","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR972478","When I Get You Alone","glee cast","","","","1","2011-02-26","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR972499","Livin' On The Edge","aerosmith","aerosmith","The Best Of Aerosmith: 20th Century Masters...","2011","20","1993-04-10","1","VALID","0",""
"RVTR972517","Problems","The Everly Brothers","The Everly Brothers","The Everly Brothers' Original Greatest Hits","1970","15","1958-11-10","1","VALID","0",""
"RVTR972544","Please Don'T Tell Me How The Story Ends","ronnie milsap","ronnie milsap","40 #1 Hits","2001","2","1974-09-14","1","VALID","0",""
"RVTR972642","When We Get Married","larry graham","larry graham","One In A Million You","1980","4","1980-10-25","1","VALID","0",""
"RVTR972700","Florida","taylor swift","","","","7","2024-05-04","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR972768","You Got What It Takes","The Dave Clark Five","The Dave Clark Five","You Got What It Takes","1967","10","1967-04-01","1","VALID","0",""
"RVTR972801","This Woman","kenny rogers","kenny rogers","Eyes That See In The Dark","1983","13","1984-01-14","1","VALID","0",""
"RVTR972840","Drink On It","blake shelton","blake shelton","Red River Blue | Reloaded: 20 #1 Hits","2011","19","2012-02-11","1","AMBIGUOUS","70","multiple_albums"
"RVTR972842","You Can'T Play With My Yo Yo","yo-yo","yo-yo","Make Way For The Motherlode","1991","12","1991-05-25","1","VALID","0",""
"RVTR972867","Hallelujah","matthew schuler","","","","2","2013-11-30","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR972868","If Everyone Cared","nickelback","nickelback","All The Right Reasons","2005","22","2007-02-03","1","VALID","0",""
"RVTR972903","Trapped In The Sun","future","","","","1","2020-05-30","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR972915","Military Madness","graham nash","graham nash","Songs For Beginners","1971","6","1971-09-04","1","VALID","0",""
"RVTR972967","7 Summers","morgan wallen","","","","24","2020-08-29","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR972983","Don'T Change Your Love","five stairsteps","","","","9","1968-08-24","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR972991","Fields Of Gray","bruce hornsby","bruce hornsby","Harbor Lights","1993","11","1993-10-09","1","VALID","0",""
"RVTR972999","These Words","natasha bedingfield","natasha bedingfield","Unwritten","2005","20","2005-07-02","1","VALID","0",""
"RVTR973089","Booty","blac youngsta","blac youngsta","223","2018","5","2018-03-10","1","VALID","0",""
"RVTR973092","A Little You","freddie and the dreamers","freddie and the dreamers","Freddie & The Dreamers","1965","7","1965-07-31","1","VALID","0",""
"RVTR973106","California Girls","The Beach Boys","The Beach Boys","Beach Boys '69 (The Beach Boys Live In London) | Beach Boys In Concert | Classics Selected By Brian Wilson | Fifty Big Ones: Greatest Hits | Sounds Of Summer:The Very Best Of The Beach Boys | Still Cruisin' | Summer Days (And Summer Nights!!)","1964","11","1965-07-24","1","AMBIGUOUS","70","multiple_albums"
"RVTR973107","Forever","billy walker","","","","1","1960-02-13","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR973132","Bigger Than The Whole Sky","taylor swift","","","","4","2022-11-05","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR973144","One Step Closer","linkin park","","","","17","2001-02-10","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR973322","Dreamin","loleatta holloway","","","","9","1977-02-05","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR973332","Trade It All","fabolous","","","","18","2002-08-17","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR973344","If I Was Your Man","joe","","","","2","2007-05-12","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR973380","Nice Nice Very Nice","ambrosia","","","","5","1975-11-08","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR973404","I'Ll Be Seeing You","tommy sands","","","","5","1959-09-26","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR973499","Pay Back","etta james","","","","6","1963-08-10","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR973507","Vans","The Pack","","","","3","2006-09-16","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR973620","Love Me","lil tecca","","","","1","2019-09-14","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR973625","I Don'T Wanna Lose Your Love","The Emotions","The Emotions","Flowers","1976","6","1976-11-06","1","VALID","0",""
"RVTR973636","That Sunday That Summer","nat king cole","nat king cole","The World Of Nat King Cole | Those Lazy-Hazy-Crazy Days Of Summer","1963","13","1963-08-31","1","AMBIGUOUS","70","multiple_albums"
"RVTR973663","That Song Is Driving Me Crazy","tom t. hall","","","","4","1974-06-15","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR973684","Where'S The Playground Susie","glen campbell","glen campbell","Glen Campbell's Greatest Hits","1971","8","1969-05-03","1","VALID","0",""
"RVTR973695","Music Music Music","The Sensations","","","","8","1961-08-12","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR973702","Only Sixteen","sam cooke","sam cooke","Portrait Of A Legend: 1951-1964 | The Best Of Sam Cooke | The Man & His Music","1965","10","1959-06-06","1","AMBIGUOUS","70","multiple_albums"
"RVTR973711","Good Time Music","The Beau Brummels","","","","1","1965-12-25","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR973724","Does Your Mother Know","abba","abba","Voulez-Vous","1979","14","1979-05-19","1","VALID","0",""
"RVTR973741","Wash Us In The Blood","kanye west","","","","2","2020-07-11","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR973760","I Wonder If Your Love Will Ever Belong To Me","The Pentagons","","","","5","1961-10-28","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR973785","Every Time I Hear That Song","blake shelton","blake shelton","If I'm Honest","2016","11","2017-05-27","1","VALID","0",""
"RVTR973805","Tell Me A Lie","sami jo","","","","14","1974-02-09","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR973857","Principal","cardi b","","","","1","2025-10-04","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR973909","Autumn Leaves 1965","roger williams","","","","3","1965-10-16","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR973923","The Reason","hoobastank","hoobastank","The Reason","2003","38","2004-03-20","1","VALID","0",""
"RVTR973940","I'M So Happy I Can'T Stop Crying","sting","","","","3","1996-11-02","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR973945","Sleeping With A Friend","neon trees","neon trees","Pop Psychology","2014","16","2014-03-15","1","VALID","0",""
"RVTR973974","My Name Is","eminem","eminem","Curtain Call: The Hits | The Slim Shady LP","1999","10","1999-02-27","1","AMBIGUOUS","70","multiple_albums"
"RVTR974030","I Can'T Get Next To You","The Temptations","The Temptations","25th Anniversary","1986","17","1969-08-16","1","VALID","0",""
"RVTR974044","Simple Kind Of Life","no doubt","no doubt","Return Of Saturn","2000","13","2000-07-01","1","VALID","0",""
"RVTR974101","Holiday","green day","green day","Awesome As F**k | Bullet In A Bible","2005","32","2005-04-09","1","AMBIGUOUS","70","multiple_albums"
"RVTR974127","Tim Mcgraw","taylor swift","","","","20","2006-09-23","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR974133","World Wide Suicide","pearl jam","pearl jam","Live On Ten Legs | Pearl Jam","2006","7","2006-04-01","1","AMBIGUOUS","70","multiple_albums"
"RVTR974183","Daisy Jane","america","america","America/Live | Hearts","1975","13","1975-07-19","1","AMBIGUOUS","70","multiple_albums"
"RVTR974206","China","anuel aa, daddy yankee, karol g, ozuna","","","","18","2019-08-03","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR974247","This Is What You Came For","calvin harris","","","","32","2016-05-21","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR974259","Listen To The Band","The Monkees","The Monkees","The Best Of The Monkees | The Monkees Present | The Monkees' Greatest Hits","1969","8","1969-06-07","1","AMBIGUOUS","70","multiple_albums"
"RVTR974285","Got Ur Self A","nas","nas","Stillmatic","2002","19","2001-12-15","1","VALID","0",""
"RVTR974294","Hang In Long Enough","phil collins","phil collins","...But Seriously","1989","13","1990-11-10","1","VALID","0",""
"RVTR974339","It'S Time","imagine dragons","imagine dragons","Continued Silence (EP)","2012","47","2012-06-23","1","VALID","0",""
"RVTR974341","Indica Badu","logic","logic","Bobby Tarantino II","2018","1","2018-03-24","1","VALID","0",""
"RVTR974376","One More Try","timmy t","","","","25","1990-12-22","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR974393","Come See About Me","nella dodds","","","","3","1964-11-14","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR974472","Tequila Twist","The Champs","","","","1","1962-02-03","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR974485","Perfect Way","scritti politti","scritti politti","Cupid And Psyche 85","1985","25","1985-09-07","1","VALID","0",""
"RVTR974491","Love You Like I Used To","russell dickerson","","","","20","2020-09-19","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR974559","Word Up","cameo","cameo","Word Up","1986","21","1986-09-13","1","VALID","0",""
"RVTR974581","Dark Side Of The Moon","lil wayne","lil wayne","Tha Carter V","2018","1","2018-10-13","1","VALID","0",""
"RVTR974582","Tramp","otis","","","","9","1967-05-06","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR974612","Another Saturday Night","cat stevens","cat stevens","Cat Stevens Greatest Hits","1975","14","1974-08-03","1","VALID","0",""
"RVTR974635","It'S Okay One Blood","The Game","","","","15","2006-09-02","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR974666","Negative Energy","trippie redd","trippie redd","A Love Letter To You 3","2018","1","2018-11-24","1","VALID","0",""
"RVTR974678","A Lover'S Concerto","The Toys","","","","15","1965-09-11","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
