fileArtist,fileTitle,currentRvtr,proposedRvtr,currentIdentity,proposedIdentity,confidence,simulatedBucket,containmentScore,filePath
Justin Bieber,One Less Lonely Girl,RVTR856804,RVTR521302,hot100_vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2000's/Justin Bieber - One Less Lonely Girl.mp4
Billy Idol & Miley Cyrus,Rebel Yell,RVTR886851,RVTR015508,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Billy Idol & Miley Cyrus - Rebel Yell.mp4
Baby Bash & Sean Kingston,What Is It,RVTR810121,RVTR831208,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2000's/Baby Bash & Sean Kingston - What Is It.mp4
Mac Davis,Baby Dont Get Hooked On Me,RVTR865341,RVTR654587,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Mac Davis - Baby Dont Get Hooked On Me.mp4
Icona Pop feat. Charli XCX,I Love It,RVTR901992,RVTR247764,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Icona Pop feat. Charli XCX - I Love It.mp4
"Raconteurs, The","Steady, As She Goes",RVTR892153,RVTR686334,vdj,hot100,100,exact,100,"/Users/bobhopp/DJ MEDIA/VIDEO/2000's/Raconteurs, The - Steady, As She Goes.mp4"
Shakira &  Lil Wayne,Give It Up To Me,RVTR930779,RVTR293616,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2000's/Shakira &  Lil Wayne - Give It Up To Me.mp4
Kenny Loggins,Danger Zone (Top Gun),RVTR557668,RVTR955834,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1980's/Kenny Loggins - Danger Zone (Top Gun).mp4
Kardinal Offishall & Akon,Dangerous,RVTR066291,RVTR187948,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2000's/Kardinal Offishall & Akon - Dangerous.mp4
The McCoys,Hang On Sloopy  (BW) (Live),RVTR091098,RVTR888414,vdj,hot100_vdj,100,exact,100,"/Users/bobhopp/DJ MEDIA/VIDEO/1960's/The McCoys - Hang On Sloopy (Live, BW).mp4"
Mariah Carey Ft. Miguel,Beautiful,RVTR338109,RVTR947326,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Mariah Carey feat. Miguel - Beautiful.mp4
The Beach Boys,God Only Knows (Live),RVTR198779,RVTR965594,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/The Beach Boys - God Only Knows (Live).mp4
"Earth, Wind & Fire",Boogie Wonderland,RVTR241100,RVTR703516,vdj,hot100,100,exact,100,"/Users/bobhopp/DJ MEDIA/VIDEO/1980's/Earth, Wind & Fire - Boogie Wonderland.mp4"
Irene Cara,Flashdance What A Feeling,RVTR552867,RVTR552868,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1980's/Irene Cara - Flashdance What A Feeling.mp4
Midnight Oil,Beds Are Burning (Live),RVTR277607,RVTR442816,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1980's/Midnight Oil - Beds Are Burning (Live).mp4
Johnny Rivers,The Midnight Special,RVTR402314,RVTR745303,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Johnny Rivers - The Midnight Special.mp4
All American Rejects,Gives You Hell,RVTR695293,RVTR939314,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2000's/All American Rejects - Gives You Hell.mp4
Golden Earring,Twilight Zone (Live),RVTR238328,RVTR733448,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1980's/Golden Earring - Twilight Zone (Live).mp4
Crash Test Dummies,Mmm Mmm Mmm Mmmm,RVTR007553,RVTR228972,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1990's/Crash Test Dummies - Mmm Mmm Mmm Mmmm.mp4
Atlanta Rhythm Section,So Into You,RVTR569691,RVTR369342,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Atlanta Rhythm Section - So Into You.mp4
Lou Reed,Walk On The Wild Side (Live),RVTR008869,RVTR921168,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Lou Reed - Walk On The Wild Side (Live).mp4
Dave Clark Five,Glad All Over (Color),RVTR455397,RVTR378979,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Dave Clark Five - Glad All Over (Color).mp4
Diana Ross & The Supremes,Love Child,RVTR064050,RVTR207612,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Diana Ross & The Supremes - Love Child.mp4
Lenny Kravitz,Where Are We Runnin?,RVTR695331,RVTR753585,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2000's/Lenny Kravitz - Where Are We Runnin_.mp4
"Cardi B, Bad Bunny & J Balvin",I Like It,RVTR848648,RVTR754425,vdj,hot100,100,exact,100,"/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Cardi B, Bad Bunny & J Balvin - I Like It.mp4"
R. City Ft. Adam Levine,Locked Away,RVTR347329,RVTR839112,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2010's/R. City feat. Adam Levine - Locked Away.mp4
Ester Dean &  Chris Brown,Drop It Low,RVTR870024,RVTR454059,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2000's/Ester Dean &  Chris Brown - Drop It Low.mp4
DJ Snake & Lil Jon,Turn Down For What,RVTR414802,RVTR424169,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2010's/DJ Snake & Lil Jon - Turn Down For What.MP4
"Lil Nas X, Jack Harlow",Industry Baby,RVTR288654,RVTR966121,vdj,hot100,100,exact,100,"/Users/bobhopp/DJ MEDIA/VIDEO/2020's/Lil Nas X, Jack Harlow - Industry Baby.mp4"
Little River Band,Little River Band - Help Is On Its Way,RVTR545406,RVTR872741,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Little River Band - Help Is On Its Way.mp4
Van Halen,Why Can't This Be Love (1986),RVTR179386,RVTR934250,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1980's/Van Halen - Why Can't This Be Love (1986).mp4
Jake Owen,Anywhere With You +Lyrics,RVTR089296,RVTR805722,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/COUNTRY/FILL/Jake Owen - Anywhere With You +Lyrics.mp4
Sergio Mendes & Brasil 66,Mas que nada,RVTR831590,RVTR604172,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Sergio Mendes & Brasil 66 - Mas que nada.mp4
Air Supply,Every Woman In The World (1980) HD,RVTR302614,RVTR922716,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1980's/Air Supply - Every Woman In The World.mp4
Spencer Davis Group,Keep on Running,RVTR156205,RVTR970096,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Spencer Davis Group - Keep on Running.mp4
Smashing Pumpkins,"Tonight, Tonight",RVTR256970,RVTR322140,vdj,hot100,100,exact,100,"/Users/bobhopp/DJ MEDIA/VIDEO/1990's/Smashing Pumpkins - Tonight, Tonight.mp4"
The Tremeloes,Here Comes My Baby  (BW),RVTR845968,RVTR255931,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/The Tremeloes - Here Comes My Baby (BW).mp4
MACKLEMORE & RYAN LEWIS,CAN'T HOLD US FEAT. RAY DALTON,RVTR726719,RVTR287056,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Macklemore feat. Ryan Lewis - Can’t Hold Us.mp4
"Pussycat Dolls, The",I Hate This Part,RVTR612823,RVTR340098,vdj,hot100_vdj,100,exact,100,"/Users/bobhopp/DJ MEDIA/VIDEO/2000's/Pussycat Dolls, The - I Hate This Part.mp4"
Jason Derulo,Wiggle feat. Snoop Dogg,RVTR796989,RVTR349166,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Jason Derulo feat. Snoop Dogg - Wiggle.mp4
The Bar‐Kays,Freakshow on the Dance Floor,RVTR930634,RVTR787844,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1980's/The Bar‐Kays - Freakshow on the Dance Floor.mp4
Dan & Shay,i Should Probably go to Bed,RVTR089876,RVTR081174,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/COUNTRY/FILL/Dan & Shay - i Should Probably go to Bed.mp4
Mike & The Mechanics,The living Years,RVTR040291,RVTR477510,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1980's/Mike & The Mechanics - The living Years.mp4
All American Rejects,It Ends Tonight,RVTR328425,RVTR655020,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2000's/All American Rejects - It Ends Tonight.mp4
Bellamy Brothers,Let Your Love Flow,RVTR247739,RVTR950500,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Bellamy Brothers - Let Your Love Flow.mp4
Rihanna Ft. Future,Loveeeeeee Song,RVTR193063,RVTR344919,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Rihanna feat. Future - Loveeeeeee Song.mp4
David Banner & Chris Brown,Get Like Me,RVTR457005,RVTR453520,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2000's/David Banner & Chris Brown - Get Like Me.mp4
Lil Wayne Ft. Drake & Future,Love Me,RVTR207310,RVTR961098,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Lil Wayne feat. Drake & Future - Love Me.mp4
Powfu,Death Bed (Coffee For Your Head),RVTR583648,RVTR856996,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2020's/Powfu - Death Bed (Coffee For Your Head).mp4
Michael Jackson,Thriller (This Is It),RVTR371064,RVTR336241,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1980's/Michael Jackson - Thriller (This Is It).mp4
The Chainsmokers Ft. Halsey,Closer,RVTR611684,RVTR760084,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2010's/The Chainsmokers feat. Halsey - Closer.mp4
Selena Gomez & The Scene,Round & Round,RVTR950519,RVTR516568,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Selena Gomez & The Scene - Round & Round.mp4
"Lady Gaga, Bruno Mars",Die With A Smile,RVTR222736,RVTR591429,vdj,hot100,100,exact,100,"/Users/bobhopp/DJ MEDIA/VIDEO/2020's/Lady Gaga, Bruno Mars - Die With A Smile.mp4"
John Denver,Rocky Mountain High (1972),RVTR370563,RVTR372974,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1970's/John Denver - Rocky Mountain High (1972).mp4
"Crosby, Stills & Nash",Southern Cross,RVTR699213,RVTR563679,vdj,hot100,100,exact,100,"/Users/bobhopp/DJ MEDIA/VIDEO/1980's/Crosby, Stills & Nash - Southern Cross.mp4"
Van McCoy & Pan's People,Do the Hustle,RVTR822548,RVTR249609,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Van McCoy & Pan's People - Do the Hustle.mp4
Zac Brown Band,Toes  | The Foundation,RVTR711110,RVTR547936,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/COUNTRY/FILL/Zac Brown Band - Toes  _ The Foundation.mp4
The Rolling Stones,Jumpin Jack Flash,RVTR552621,RVTR592570,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/The Rolling Stones - Jumpin Jack Flash.mp4
Zac Brown Band,Free / Into The Mystic,RVTR420923,RVTR352183,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Zac Brown Band - Free _ Into The Mystic.mp4
Tim McGraw feat Faith Hill,I Need You,RVTR292454,RVTR509214,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/COUNTRY/FILL/Tim McGraw feat. Faith Hill - I Need You.mp4
Ariana Grande Ft. Mac Miller,The Way,RVTR540602,RVTR049559,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Ariana Grande feat. Mac Miller - The Way.mp4
Ed Sheeran & Justin Bieber,I Don't Care,RVTR424406,RVTR131241,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Ed Sheeran & Justin Bieber - I Don't Care.mp4
Michael Jackson,Thriller (Full Video),RVTR900637,RVTR336241,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1980's/Michael Jackson - Thriller (Full Video).mp4
Spencer Davis Group,Gimme Some Lovin,RVTR084968,RVTR507762,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Spencer Davis Group - Gimme Some Lovin.mp4
Molly Hatchet,Flirtin  With Disaster,RVTR219628,RVTR435080,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1980's/Molly Hatchet - Flirtin  With Disaster.mp4
Brooks & Dunn,Play Something Country,RVTR067073,RVTR744471,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2000's/Brooks & Dunn - Play Something Country.mp4
Eric Clapton,I Shot The Sheriff (Live),RVTR063953,RVTR500826,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Eric Clapton - I Shot The Sheriff (Live).mp4
Lady A,Champagne Night (From Songland),RVTR103894,RVTR795727,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/COUNTRY/FILL/Lady A - Champagne Night (From Songland).mp4
PM Dawn,Looking Through Patient Eyes,RVTR785343,RVTR217817,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1990's/PM Dawn - Looking Through Patient Eyes.mp4
Simon & Garfunkel,Cecilia (Remastered),RVTR929191,RVTR132132,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Simon & Garfunkel - Cecilia (Remastered).mp4
Notorious B.I.G.,Mo Money Mo Problems,RVTR738268,RVTR959356,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1990's/Notorious B.I.G. - Mo Money Mo Problems.mp4
The Band Perry,If I Die Young (Pop Mix),RVTR006682,RVTR244703,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2010's/The Band Perry - If I Die Young (Pop Mix).mp4
Phil Collins,In The Air Tonight (Live),RVTR806739,RVTR417030,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1980's/Phil Collins - In The Air Tonight (Live).mp4
Dire Straits,Money For Nothing (Live),RVTR238498,RVTR990727,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1980's/Dire Straits - Money For Nothing (Live).mp4
Toby Keith,American Soldier (Tribute),RVTR442663,RVTR553404,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2000's/Toby Keith - American Soldier (Tribute).mp4
Simply Red,If You Don t Know Me By Now,RVTR408363,RVTR014107,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1980's/Simply Red - If You Don t Know Me By Now.mp4
Blackout All Stars,I Like It Like That,RVTR969928,RVTR854522,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/TECHNO/Blackout All Stars - I Like It Like That.mp4
The Doobie Brothers,Black Water (Live),RVTR430792,RVTR774700,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1970's/The Doobie Brothers - Black Water (Live).mp4
Peter Gabriel & Kate Bush,Don't Give Up,RVTR235232,RVTR447942,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1980's/Peter Gabriel & Kate Bush - Don't Give Up.mp4
"Red Jumpsuit Apparatus, The",Face Down,RVTR972959,RVTR999415,vdj,hot100_vdj,100,exact,100,"/Users/bobhopp/DJ MEDIA/VIDEO/2000's/Red Jumpsuit Apparatus, The - Face Down.mp4"
Elton John,Rocket Man (Red Piano Tour),RVTR026244,RVTR601662,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2000's/Elton John - Rocket Man (Red Piano Tour).mp4
Olly Murs Ft. Flo Rida,Troublemaker,RVTR862926,RVTR240691,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Olly Murs feat. Flo Rida - Troublemaker.mp4
Canned Heat,Let's Work Together (TOTP),RVTR486044,RVTR687990,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Canned Heat - Let's Work Together (TOTP).mp4
"Crosby, Stills & Nash",Woodstock (Live),RVTR875429,RVTR376269,vdj,hot100,100,exact,100,"/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Crosby, Stills & Nash - Woodstock (Live).mp4"
Peaches & Herb,Shake Your Groove Thing,RVTR743265,RVTR677676,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1980's/Peaches & Herb - Shake Your Groove Thing.mp4
Ylvis,The Fox (What Does The Fox Say?),RVTR041930,RVTR914697,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Ylvis - The Fox (What Does The Fox Say_).mp4
Soul System,It's Gonna Be A Lovely Day,RVTR786418,RVTR590892,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/TECHNO/Soul System - It's Gonna Be A Lovely Day.mp4
Bruce Hornsby & The Range,The Way It Is,RVTR984536,RVTR812793,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1980's/Bruce Hornsby & The Range - The Way It Is.mp4
Blue Swede,Hooked On A Feeling (Lyrics),RVTR746977,RVTR388826,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Blue Swede - Hooked On A Feeling (Lyrics).mp4
Clarence Carter,Slip Away (Soul Train),RVTR312921,RVTR873580,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Clarence Carter - Slip Away (Soul Train).mp4
The Music Explosion,Little Bit O Soul,RVTR733940,RVTR918133,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/The Music Explosion - Little Bit O Soul.mp4
Los Del Rio,Macarena (Bayside Boys Mix),RVTR961157,RVTR076617,hot100,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1990's/Los Del Rio - Macarena (Bayside Boys Mix).mp4
Sugarloaf,"Don't Call Us, We'll Call You",RVTR279526,RVTR507125,vdj,hot100,100,exact,100,"/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Sugarloaf - Don't Call Us, We'll Call You.mp4"
Timbaland & Nelly Furtado,Give It To Me,RVTR251341,RVTR897599,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2000's/Timbaland & Nelly Furtado - Give It To Me.mp4
Marshmello,Here With Me Feat. Chvrches,RVTR655654,RVTR685941,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Marshmello feat. Chvrches - Here With Me.mp4
Iron Butterfly,In A Gadda Da Vida (Live),RVTR571444,RVTR674680,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Iron Butterfly - In A Gadda Da Vida (Live).mp4
Killers,All These Things That Ive Done,RVTR951391,RVTR422259,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2000's/Killers - All These Things That Ive Done.mp4
Loverboy,Heaven In Your Eyes (Top Gun),RVTR472752,RVTR364131,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1980's/Loverboy - Heaven In Your Eyes (Top Gun).mp4
Nelly Furtado & Timbaland,Promiscuous,RVTR149142,RVTR170480,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2000's/Nelly Furtado & Timbaland - Promiscuous.mp4
Nicki Minaj Ft. Lil Wayne,High School,RVTR496495,RVTR553740,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Nicki Minaj feat. Lil Wayne - High School.mp4
Elvis Presley,Suspicious Minds (Live),RVTR053573,RVTR864175,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Elvis Presley - Suspicious Minds (Live).mp4
Rocko Ft. Future & Rick Ross,U.O.E.N.O.,RVTR403261,RVTR956351,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Rocko feat. Future & Rick Ross - U.O.E.N.O.mp4
Nick Gilder,Hot Child In The City (Live),RVTR608504,RVTR737001,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Nick Gilder - Hot Child In The City (Live).mp4
Redbone,Come and Get Your Love (Lyrics),RVTR764021,RVTR511394,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Redbone - Come and Get Your Love (Lyrics).mp4
George Benson & Carlos Santana,Breezin',RVTR356297,RVTR745173,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1970's/George Benson & Carlos Santana - Breezin'.mp4
Ozark Mountain Dare Devils,Jackie Blue,RVTR850146,RVTR440604,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Ozark Mountain Dare Devils - Jackie Blue.mp4
Eric Clapton,I Shot The Sheriff (1985) HQ,RVTR532286,RVTR500826,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1980's/Eric Clapton - I Shot The Sheriff (1985) HQ.mp4
B.B. King,The Thrill Is Gone (Live)  (1993),RVTR182704,RVTR712644,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/B.B. King - The Thrill Is Gone   (1993) (Live).mp4
Rocky Burnette,Tired Of Toein The Line,RVTR628017,RVTR141210,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1980's/Rocky Burnette - Tired Of Toein The Line.mp4
Bee Gees,You Should Be Dancing (Dancers),RVTR802649,RVTR594397,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Bee Gees - You Should Be Dancing (Dancers).mp4
Dexy's Midnight Runners,Come On Eileen,RVTR931242,RVTR838162,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1980's/Dexy's Midnight Runners - Come On Eileen.mp4
Florence & The Machine,Dog Days Are Over,RVTR511892,RVTR351873,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Florence & The Machine - Dog Days Are Over.mp4
Mariah Carey & Boyz II Men,One Sweet Day,RVTR494480,RVTR611037,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1990's/Mariah Carey & Boyz II Men - One Sweet Day.mp4
"Crosby, Stills, Nash, & Young",Our House,RVTR114744,RVTR587596,vdj,hot100,100,exact,100,"/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Crosby, Stills, Nash, & Young - Our House.mp4"
The Human League,Don't You Want Me (Mix),RVTR511351,RVTR137208,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1980's/The Human League - Don't You Want Me (Mix).mp4
T-Pain  ft. Chris Brown,Best Love Song,RVTR512744,RVTR307746,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2010's/T-Pain feat. Chris Brown - Best Love Song.mp4
Post Malone Ft. Justin Bieber,Deja Vu,RVTR009623,RVTR225759,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Post Malone feat. Justin Bieber - Deja Vu.mp4
Rich Homie Quan Ft. Problem,Walk Thru,RVTR672494,RVTR556180,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Rich Homie Quan feat. Problem - Walk Thru.mp4
Luke Bryan,Crash My Party (Lyric Video),RVTR891486,RVTR358685,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/COUNTRY/FILL/Luke Bryan - Crash My Party (Lyric Video).mp4
AC/DC,You Shook Me All Night Long (Live),RVTR693931,RVTR698984,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1980's/AC_DC - You Shook Me All Night Long (Live).mp4
The Beach Boys,Good Vibrations (Studio),RVTR131267,RVTR757147,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/The Beach Boys - Good Vibrations (Studio).mp4
The Doors,Riders on the Storm (Vietnam),RVTR387558,RVTR313371,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1970's/The Doors - Riders on the Storm (Vietnam).mp4
Three Dog Night,Old Fashioned Love Song,RVTR114929,RVTR493468,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Three Dog Night - Old Fashioned Love Song.mp4
Paul Simon,Graceland & You Can Call Me Al,RVTR156098,RVTR285085,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1980's/Paul Simon - Graceland & You Can Call Me Al.MP4
Luis Fonsi ft. Daddy Yankee,Despacito,RVTR586266,RVTR787996,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Luis Fonsi feat. Daddy Yankee - Despacito.mp4
Modern English,I Melt With You (Studio),RVTR226325,RVTR853147,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1980's/Modern English - I Melt With You (Studio).mp4
David Guetta Ft. Ne-Yo & Akon,Play Hard,RVTR703453,RVTR988798,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2010's/David Guetta feat. Ne-Yo & Akon - Play Hard.mp4
Robin McNamara,Lay A Little Lovin' On Me (1970),RVTR357897,RVTR751683,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Robin McNamara - Lay A Little Lovin' On Me.mp4
Diana Ross & The Supremes,Love Hangover,RVTR394094,RVTR613242,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Diana Ross & The Supremes - Love Hangover.mp4
Lady Antebellum,Bartender [Music Video],RVTR827825,RVTR697974,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/COUNTRY/FILL/Lady Antebellum - Bartender (Music Video).MP4
