rvtr,song_title,artist,current_album_relationships,proposed_primary_album,album_id,rval,position,slot_title,evidence,conflict_flags,bucket,final_confidence,write_recommendation
"RVTR860382","Half Breed","cher","none","Greatest Hits","33005","RVAL922386","4","Half‐Breed","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1974","missing_chart_year","B_compilation_only","0.8","remain_unresolved"
"RVTR870769","What Child Is This","josh groban","none","Noel","26451","RVAL403222","8","What Child Is This?","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2007","missing_chart_year","A_original_studio_album_clearly_identifiable","1","promote_to_100"
"RVTR871836","Mustache Man Wasted","cake","none","Showroom Of Compassion","29888","RVAL512227","5","Mustache Man (Wasted)","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2011","missing_chart_year","A_original_studio_album_clearly_identifiable","1","promote_to_100"
"RVTR877284","Hey Jealous Lover","frank sinatra","none","Sinatra 80th - All The Best","38143","RVAL772275","1","Hey! Jealous Lover","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1995","missing_chart_year","A_original_studio_album_clearly_identifiable","1","promote_to_100"
"RVTR877869","Voodoo People","prodigy","none","Music For The Jilted Generation","41169","RVAL037674","5","Voodoo People","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1997","missing_chart_year; artist_display_differs_from_canonical_row","G_artist_identity_conflict","0.95","bob_review"
"RVTR880210","Semi Charmed Life","third eye blind","none","A Collection","23185","RVAL034652","1","Semi‐Charmed Life","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2006","missing_chart_year","B_compilation_only","0.8","remain_unresolved"
"RVTR887114","S M","rihanna","none","Loud","40805","RVAL397065","1","S&M","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; existing RVAL relationship; album release year 2010","normalized_title_mismatch; missing_chart_year; multiple_rvtrs_target_same_album_track_slot","C_multiple_studio_album_candidates","0.95","bob_review"
"RVTR898361","Red Wine Mistakes Mythology","jack johnson","none","To The Sea","30091","RVAL642548","10","Red Wine, Mistakes, Mythology","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2010","missing_chart_year","A_original_studio_album_clearly_identifiable","1","promote_to_100"
"RVTR899433","Vincent Starry Starry Night","josh groban","none","Josh Groban","26448","RVAL218134","9","Vincent (Starry, Starry Night)","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2001","missing_chart_year","A_original_studio_album_clearly_identifiable","1","promote_to_100"
"RVTR899849","I Feel Like Dancin'","all time low","none","Dirty Work","33778","RVAL733968","2","I Feel Like Dancin’","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2011","missing_chart_year","A_original_studio_album_clearly_identifiable","1","promote_to_100"
"RVTR906038","Ill Tumble 4 Ya","culture club","none","Kissing To Be Clever","28643","RVAL255833","3","I’ll Tumble 4 Ya","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; existing RVAL relationship; album release year 1983","normalized_title_mismatch; missing_chart_year","H_album_title_ambiguity","0.95","remain_unresolved"
"RVTR912509","Johnny Are You Queer","josie cotton","none","Convertible Music","27739","RVAL097968","7","Johnny, Are You Queer?","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1982","missing_chart_year","A_original_studio_album_clearly_identifiable","1","promote_to_100"
"RVTR917875","Wanna Be Startin Somethin'","michael jackson","none","Thriller","39831","RVAL586982","1","Wanna Be Startin’ Somethin’","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1982","missing_chart_year; multiple_rvtrs_target_same_album_track_slot","C_multiple_studio_album_candidates","0.95","bob_review"
"RVTR917904","Keep Fishin","weezer","none","Maladroit","39130","RVAL252121","3","Keep Fishin’","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2002","missing_chart_year","A_original_studio_album_clearly_identifiable","1","promote_to_100"
"RVTR924985","Somethings Gotta Give","leann rimes","none","This Woman","22773","RVAL583382","3","Something’s Gotta Give","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2005","missing_chart_year","A_original_studio_album_clearly_identifiable","1","promote_to_100"
"RVTR925711","Free For All","ted nugent","none","Great Gonzos!: The Best Of Ted Nugent","35537","RVAL601943","3","Free-For-All","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1981","missing_chart_year","B_compilation_only","0.8","remain_unresolved"
"RVTR926537","Intro Stronger Than Me","amy winehouse","none","Frank","39610","RVAL596999","1","Intro / Stronger Than Me","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2007","missing_chart_year","A_original_studio_album_clearly_identifiable","1","promote_to_100"
"RVTR928776","Rockin' Roll Baby","stylistics","none","Rockin' Roll Baby","42257","RVAL646370","8","Rockin’ Roll Baby","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1973","missing_chart_year; artist_display_differs_from_canonical_row","G_artist_identity_conflict","0.95","bob_review"
"RVTR931129","Always Have Always Will","ace of base","none","Cruel Summer","23574","RVAL207097","9","Always Have, Always Will","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1998","missing_chart_year","A_original_studio_album_clearly_identifiable","1","promote_to_100"
"RVTR934517","Stayin' Alive","bee gees","none","The Ultimate Bee Gees","24118","RVAL717620","2","Stayin’ Alive","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2009","missing_chart_year; multiple_rvtrs_target_same_album_track_slot","C_multiple_studio_album_candidates","0.95","bob_review"
"RVTR935186","Let Forever Be","chemical brothers","none","Surrender","41703","RVAL029579","5","Let Forever Be","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1999","missing_chart_year; artist_display_differs_from_canonical_row","G_artist_identity_conflict","0.95","bob_review"
"RVTR935606","Galileo Someone Like You","josh groban","none","Illuminations","26447","RVAL844375","3","Galileo (Someone Like You)","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2010","missing_chart_year","A_original_studio_album_clearly_identifiable","1","promote_to_100"
"RVTR936069","Lovin You","minnie riperton","none","Perfect Angel","34538","RVAL436295","7","Lovin’ You","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1974","missing_chart_year; multiple_rvtrs_target_same_album_track_slot","C_multiple_studio_album_candidates","0.95","bob_review"
"RVTR937565","Hickory Wind","byrds","none","Sweetheart Of The Rodeo","41509","RVAL770818","7","Hickory Wind","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1968","missing_chart_year; artist_display_differs_from_canonical_row","G_artist_identity_conflict","0.95","bob_review"
"RVTR937969","Make It Funky Part 1","james brown","none","20 All-Time Greatest Hits!","33229","RVAL044999","6","Make It Funky, Part 1","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2014; chart year 1971; chart/album year delta 43","chart_album_year_delta_43","B_compilation_only","0.8","remain_unresolved"
"RVTR939555","One Bourbon One Scotch One Beer","john lee hooker","none","Chill Out","29895","RVAL064974","5","One Bourbon, One Scotch, One Beer","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1995","missing_chart_year","A_original_studio_album_clearly_identifiable","1","promote_to_100"
"RVTR943969","Nah","shania twain","none","Up!","24856","RVAL553090","8","Nah!","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2002","missing_chart_year","A_original_studio_album_clearly_identifiable","1","promote_to_100"
"RVTR944523","True Faith '94","new order","none","(The Best) Of New Order","35726","RVAL037951","1","True Faith-94","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1995","missing_chart_year","A_original_studio_album_clearly_identifiable","1","promote_to_100"
"RVTR945135","Feenin'","jodeci","none","Back To The Future: The Very Best Of Jodeci","35710","RVAL830268","7","Feenin’","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2005","missing_chart_year","B_compilation_only","0.8","remain_unresolved"
"RVTR954278","Bubble Toes Express Yourself","jack johnson","none","En Concert","30083","RVAL504132","6","Bubble Toes / Express Yourself","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2009","missing_chart_year","D_live_recording","0.8","remain_unresolved"
"RVTR959252","Games People Play","spinners","none","Pick Of The Litter","43077","RVAL052532","7","Games People Play","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1975","missing_chart_year; artist_display_differs_from_canonical_row","G_artist_identity_conflict","0.95","bob_review"
"RVTR960655","S E X","nickelback","none","Dark Horse","39268","RVAL713931","9","S.E.X.","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2008","missing_chart_year","A_original_studio_album_clearly_identifiable","1","promote_to_100"
"RVTR962154","Block Rockin' Beats","chemical brothers","none","Dig Your Own Hole","41699","RVAL503821","1","Block Rockin’ Beats","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1997","missing_chart_year; artist_display_differs_from_canonical_row; multiple_rvtrs_target_same_album_track_slot","C_multiple_studio_album_candidates","0.95","bob_review"
"RVTR963829","Mr Melody","natalie cole","none","Natalie Live","32239","RVAL907682","5","Mr Melody","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1978; chart year 1976; chart/album year delta 2","","D_live_recording","0.8","remain_unresolved"
"RVTR966676","Breathe","prodigy","none","The Fat Of The Land","41171","RVAL555368","2","Breathe","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1997","missing_chart_year; artist_display_differs_from_canonical_row","G_artist_identity_conflict","0.95","bob_review"
"RVTR973129","Who Needs Love Like That","erasure","none","Pop! The First 20 Hits","35308","RVAL259012","1","Who Needs Love (Like That)","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1992","missing_chart_year","B_compilation_only","0.8","remain_unresolved"
"RVTR978570","Block Rockin' Beats","The Chemical Brothers","none","Dig Your Own Hole","41699","RVAL503821","1","Block Rockin’ Beats","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1997","missing_chart_year; multiple_rvtrs_target_same_album_track_slot","C_multiple_studio_album_candidates","0.95","bob_review"
"RVTR978968","Im Sprung","t-pain","none","Rappa Ternt Sanga","28451","RVAL566149","2","I’m Sprung","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; existing RVAL relationship; album release year 2005","normalized_title_mismatch; missing_chart_year","H_album_title_ambiguity","0.95","remain_unresolved"
"RVTR981315","A Little Less Sixteen Candles A Little More Touch Me","fall out boy","none","Believers Never Die: Greatest Hits","23035","RVAL814694","8","A Little Less Sixteen Candles, A Little More ""Touch Me""","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 2009; chart year 2006; chart/album year delta 3","chart_album_year_delta_3; multiple_rvtrs_target_same_album_track_slot","C_multiple_studio_album_candidates","0.95","bob_review"
"RVTR984322","Ill Be","edwin mccain","none","Misguided Roses","32991","RVAL057229","4","I’ll Be","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; existing RVAL relationship; album release year 1998","normalized_title_mismatch; missing_chart_year","H_album_title_ambiguity","0.95","remain_unresolved"
"RVTR985202","Uncle Albert Admiral Halsey","wings","none","Wings Greatest","26914","RVAL418086","7","Uncle Albert / Admiral Halsey","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; exact normalized track title; existing RVAL relationship; album release year 1978","missing_chart_year","B_compilation_only","0.8","remain_unresolved"
"RVTR986360","D A R E","rod wave","none","PTSD","43502","RVAL000054","3","PTSD","same canonical artist identity; unique album-track candidate slot; empty canonical_track_key target slot; existing RVAL relationship; album release year 2019; chart year 2024; chart/album year delta 5","normalized_title_mismatch; chart_album_year_delta_5","H_album_title_ambiguity","0.95","remain_unresolved"
